,cid,line_lib,code,price_subtotal,fac_ref,agence_name,company_name,lib_clean,lib_short
179409,2,"Installation de chantier - Amenée de l'atelier de terrassement, de forage et de bétonnage, y compris l'installation de WC chimique",09,3200.0,P160730,13 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique
179489,2,WC chimique + entretiens,09,930.0,P160701,75 ALLIANCE BTP,ALLIANCE BTP,wc chimique entretiens,wc chimique entretiens
179513,2,"Installation du chantier - Amené et repliement de l'atelier de terrassement,  de bétonnage, y compris l'installation de WC chimiques.....",09,750.0,P160819,13 ALLIANCE BTP,ALLIANCE BTP,installation du chantier amene et repliement de atelier de terrassement de betonnage compris installation de wc chimiques,installation du chantier amene et repliement de atelier de terrassement de betonnage compris installation de wc chimiques
179818,2,"Installation de chantier, cabane de chantier, WC chimiques",02,1500.0,P160252,75 ALLIANCE BTP,ALLIANCE BTP,installation de chantier cabane de chantier wc chimiques,installation de chantier cabane de chantier wc chimiques
179911,2,WC chimique + entretiens,09,930.0,P160702,75 ALLIANCE BTP,ALLIANCE BTP,wc chimique entretiens,wc chimique entretiens
180314,2,Amenée du matériel et matériaux y compris WC chimique,09,1080.0,P160750,44 ALLIANCE BTP,ALLIANCE BTP,amenee du materiel et materiaux compris wc chimique,amenee du materiel et materiaux compris wc chimique
180373,2,"Amenée et repli du matériel de chantier, atelier de forage et mise en place de WC chimique",09,2000.0,P180204,13 ALLIANCE BTP,ALLIANCE BTP,amenee et repli du materiel de chantier atelier de forage et mise en place de wc chimique,amenee et repli du materiel de chantier atelier de forage et mise en place de wc chimique
180430,2,"Location, installation et repliement des wc chimiques",09,1440.0,P160480,75 DETERMINANT,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
180443,2,"Location, installation et repliement des  wc chimiques",09,520.0,P160685,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
180477,2,"Location, installation et repliement du wc chimique
Branchement d'électricité par armoire électrique avec compteur et disjoncteur",09,470.0,P160825,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement du wc chimique branchement electricite par armoire electrique avec compteur et disjoncteur,location installation et repliement du wc chimique branchement electricite par armoire electrique avec compteur et disjoncteur
180524,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail",09,900.0,P160775,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
180544,2,"Location, installation et repliement des WC chimiques",09,480.0,P180208,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
180612,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail",09,450.0,P160568,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
180811,2,Installation d'un WC chimique pour les ouvriers,09,2750.0,P160519,75 ALLIANCE BTP,ALLIANCE BTP,installation un wc chimique pour les ouvriers,installation un wc chimique pour les ouvriers
180850,2,"Location, installation et repliement des WC chimiques",09,520.0,P160744,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
181024,2,Location d'un WC chimique,09,560.0,P160396,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
181054,2,"Location, installation et repliement du wc chimiques REMPLACE",09,1500.0,P160709,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement du wc chimiques remplace,location installation et repliement du wc chimiques remplace
181072,2,". Amenée du matériels par camion poids lourd, branchement électrique en phase chantier, arrivée d'eau, wc chimique.",09,1320.0,P160648,59 DETERMINANT,ALLIANCE BTP,amenee du materiels par camion poids lourd branchement electrique en phase chantier arrivee eau wc chimique,amenee du materiels par camion poids lourd branchement electrique en phase chantier arrivee eau wc chimique
181083,2,Installation d'un WC chimique pour les ouvriers,09,2750.0,P160686,75 ALLIANCE BTP,ALLIANCE BTP,installation un wc chimique pour les ouvriers,installation un wc chimique pour les ouvriers
181189,2,"Location, installation et repliement du wc chimique",09,1000.0,P160746,75 DETERMINANT,ALLIANCE BTP,location installation et repliement du wc chimique,location installation et repliement du wc chimique
181223,2,Wc Chimiques,09,311.52,P160628,75 ALLIANCE BTP,ALLIANCE BTP,wc chimiques,wc chimiques
181364,2,"Location, installation et repliement du wc chimique",09,520.0,P160639,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement du wc chimique,location installation et repliement du wc chimique
181449,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail.",09,1350.0,P160481,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
181595,2,Location d'un WC Chimique,09,950.0,P160740,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
181656,2,Installation d'un WC chimique pour les ouvriers,09,2750.0,P160687,75 ALLIANCE BTP,ALLIANCE BTP,installation un wc chimique pour les ouvriers,installation un wc chimique pour les ouvriers
181754,2,Cabine wc chimique,09,1400.0,P180159,13 ALLIANCE BTP,ALLIANCE BTP,cabine wc chimique,cabine wc chimique
181966,2,"Amenée et repli du matériel et matériaux sur chantier
Location, installation et repliement des WC chimiques
Branchement d'électricité par armoire électrique avec compteur et disjoncteur
L'ensemble",09,2400.0,P160662,75 ALLIANCE BTP,ALLIANCE BTP,amenee et repli du materiel et materiaux sur chantier location installation et repliement des wc chimiques branchement electricite par armoire electrique avec compteur et disjoncteur ensemble,amenee et repli du materiel et materiaux sur chantier location installation et repliement des wc chimiques branchement electricite par armoire electrique avec compteur et disjoncteur ensemble
181984,2,WC chimiques,09,3000.0,P160569,75 ALLIANCE BTP,ALLIANCE BTP,wc chimiques,wc chimiques
182022,2,Mise à disposition de WC chimique,09,500.0,P180137,75 ALLIANCE BTP,ALLIANCE BTP,mise disposition de wc chimique,mise disposition de wc chimique
182154,2,"Balisage et protection
Location, installation et repliement du wc chimiques REMPLACE
Branchement d'électricité par armoire électrique avec compteur et disjoncteur REMPLACE",09,1350.0,P160623,75 ALLIANCE BTP,ALLIANCE BTP,balisage et protection location installation et repliement du wc chimiques remplace branchement electricite par armoire electrique avec compteur et disjoncteur remplace,balisage et protection location installation et repliement du wc chimiques remplace branchement electricite par armoire electrique avec compteur et disjoncteur remplace
182316,2,"Location, installation et repliement des wc chimiques",09,520.0,P160692,75 DETERMINANT,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
182380,2,"Installation de chantier - Amenée de l'atelier de terrassement, de forage et de bétonnage, mise en place d'un WC chimique durant les travaux",09,2250.0,P180141,13 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement de forage et de betonnage mise en place un wc chimique durant les travaux,installation de chantier amenee de atelier de terrassement de forage et de betonnage mise en place un wc chimique durant les travaux
182430,2,Mise en place d'une base de vie + WC chimique,09,2740.0,P160552,75 ALLIANCE BTP,ALLIANCE BTP,mise en place une base de vie wc chimique,mise en place une base de vie wc chimique
182533,2,WC chimique + entretiens,09,930.0,P160592,75 ALLIANCE BTP,ALLIANCE BTP,wc chimique entretiens,wc chimique entretiens
182622,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail",09,450.0,P160581,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
182787,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail",09,450.0,P160649,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
182827,2,Installation d'un WC chimique pour les ouvriers,09,2750.0,P160520,75 ALLIANCE BTP,ALLIANCE BTP,installation un wc chimique pour les ouvriers,installation un wc chimique pour les ouvriers
182972,2,"Location, installation et repliement des WC chimiques",09,520.0,P160582,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
183080,2,"Installation de chantier - Amenée de l'atelier de terrassement, de bétonnage et de forage, y compris l'installation de WC chimiques et constat d'huissier avant travaux",09,2850.0,P180152,44 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement de betonnage et de forage compris installation de wc chimiques et constat huissier avant travaux,installation de chantier amenee de atelier de terrassement de betonnage et de forage compris installation de wc chimiques et constat huissier avant travaux
183130,2,Installation de WC chimiques pour les ouvriers.,09,500.0,P160472,75 DETERMINANT,ALLIANCE BTP,installation de wc chimiques pour les ouvriers,installation de wc chimiques pour les ouvriers
183173,2,Installation de WC chimiques,09,500.0,P160532,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques,installation de wc chimiques
183192,2,WC chimique + vestiaire,09,520.0,P160604,75 ALLIANCE BTP,ALLIANCE BTP,wc chimique vestiaire,wc chimique vestiaire
183253,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail (2 mois)",09,800.0,P160583,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail mois,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail mois
183312,2,"Location, installation et repliement de wc chimiques",09,520.0,P180162,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement de wc chimiques,location installation et repliement de wc chimiques
183424,2,"Location, installation et repliement des wc chimiques",09,520.0,P160533,75 DETERMINANT,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
183434,2,Location d'un WC chimique,09,560.0,P160607,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
183468,2,"Location, installation et repliement des WC chimiques",09,500.0,P180163,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
183548,2,Location d'un WC Chimique,09,280.0,P160608,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
183642,2,"Installation de chantier - Amenée de l'atelier de terrassement, de bétonnage et de forage, y compris l'installation de WC chimique",09,2500.0,P160203,57 SOLINJECTION,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement de betonnage et de forage compris installation de wc chimique,installation de chantier amenee de atelier de terrassement de betonnage et de forage compris installation de wc chimique
183649,2,"Location, installation et repliement des WC chimiques",09,480.0,P180166,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
183654,2,WC chimiques non installés,09,409.09,P160578,75 ALLIANCE BTP,ALLIANCE BTP,wc chimiques non installes,wc chimiques non installes
183686,2,1.4 Mise en place d'une base de vie sur le parking (bungalow de chantier et wc chimique),09,1710.0,P160427,59 ALLIANCE BTP,ALLIANCE BTP,mise en place une base de vie sur le parking bungalow de chantier et wc chimique,mise en place une base de vie sur le parking bungalow de chantier et wc chimique
183751,2,"Location, installation et repliement des wc chimiques",09,520.0,P180167,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
183789,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail.",09,1350.0,P160523,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
183880,2,Installation de WC chimiques pendant la durée du chantier,09,500.0,P160535,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier,installation de wc chimiques pendant la duree du chantier
183910,2,"Location, installation et repliement des WC chimiques",09,520.0,P180168,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
184153,2,"Location , installation et repliement des WC chimiques",09,480.0,P180170,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
184208,2,complément pour location WC Chimique,09,390.0,P160610,13 ALLIANCE BTP,ALLIANCE BTP,complement pour location wc chimique,complement pour location wc chimique
184326,2,"Amenée et repli du matériel et matériaux sur chantier
Location, installation et repliement des WC chimiques
Branchement d'électricité par armoire électrique avec compteur et disjoncteur
L'ensemble",09,2400.0,P160549,75 ALLIANCE BTP,ALLIANCE BTP,amenee et repli du materiel et materiaux sur chantier location installation et repliement des wc chimiques branchement electricite par armoire electrique avec compteur et disjoncteur ensemble,amenee et repli du materiel et materiaux sur chantier location installation et repliement des wc chimiques branchement electricite par armoire electrique avec compteur et disjoncteur ensemble
184352,2,"Location, installation et repliement de wc chimiques",09,1500.0,P180171,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement de wc chimiques,location installation et repliement de wc chimiques
184449,2,WC chimiques,09,1000.0,P160611,75 DETERMINANT,ALLIANCE BTP,wc chimiques,wc chimiques
184545,2,Location d'un WC chimique,09,560.0,P160526,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
184628,2,Location d'un WC chimique,09,560.0,P160457,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
184657,2,Location d'un WC Chimique,09,280.0,P160527,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
184705,2,Roulotte et WC chimique pendant la durée de chantier,09,336.6,P160517,13 ALLIANCE BTP,ALLIANCE BTP,roulotte et wc chimique pendant la duree de chantier,roulotte et wc chimique pendant la duree de chantier
184745,2,"Installation de chantier - Amenée de l'atelier de terrassement, de forage et de bétonnage, y compris l'installation de WC chimique",09,1800.0,P160492,31 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique
184815,2,1.4 Mise en place d'une base de vie sur le parking (bungalow de chantier et wc chimique),09,855.0,P160418,59 ALLIANCE BTP,ALLIANCE BTP,mise en place une base de vie sur le parking bungalow de chantier et wc chimique,mise en place une base de vie sur le parking bungalow de chantier et wc chimique
184843,2,Mise en place d'un Wc chimique pendant les travaux,09,860.0,P180178,13 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant les travaux,mise en place un wc chimique pendant les travaux
184937,2,"Location, installation et repliement des WC chimiques",09,520.0,P180181,44 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
184940,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail",09,450.0,P160338,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
184953,2,"Amenée du matériel par camion poid lourd, du groupe électrogène, des luminaires, d'une cuve d'eau et de WC chimiques.
Rapport photo et état des lieux
Hors coût de curage et d'évacuation. Attention : du côté de la façade rue, il y a un limitateur de véhicule. Aucun camion ne peut passer. L'évacuation côté balcon est donc contraignante (voir la Mairie). Du côté de la façade parking, une rampe d'accès PMR extérieure est au droit de l'appartement. Une sapine et une goulotte ne pourront être installées que difficilement.",09,1250.0,P160494,59 ALLIANCE BTP,ALLIANCE BTP,amenee du materiel par camion poid lourd du groupe electrogene des luminaires une cuve eau et de wc chimiques rapport photo et etat des lieux hors cout de curage et evacuation attention du cote de la facade rue il un limitateur de vehicule aucun camion ne peut passer evacuation cote balcon est donc contraignante voir la mairie du cote de la facade parking une rampe acces pmr exterieure est au droit de appartement une sapine et une goulotte ne pourront etre installees que difficilement,amenee du materiel par camion poid lourd du groupe electrogene des luminaires une cuve eau et de wc chimiques rapport photo et etat des lieux hors cout de curage et evacuation attention du cote de la facade rue il un limitateur de vehicule aucun camion ne peut passer evacuation cote balcon est donc contraignante voir la mairie du cote de la facade parking une rampe acces pmr exterieure est au droit de appartement une sapine et une goulotte ne pourront etre installees que difficilement
185022,2,"Installation de chantier - Amenée de l'atelier de terrassement, de forage et de bétonnage, y compris l'installation de WC chimique
Etat des lieux avant démarrage des travaux
Détection des réseaux
Nota 5 : En l'absence de plan de récollement concernant les réseaux existants, l'entreprise se réserve le droit de chiffrer les dévoiements éventuellement nécessaires à ses travaux à l'issue de cette détection.",09,3200.0,P160514,75 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique etat des lieux avant demarrage des travaux detection des reseaux nota en absence de plan de recollement concernant les reseaux existants entreprise se reserve le droit de chiffrer les devoiements eventuellement necessaires ses travaux issue de cette detection,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique etat des lieux avant demarrage des travaux detection des reseaux nota en absence de plan de recollement concernant les reseaux existants entreprise se reserve le droit de chiffrer les devoiements eventuellement necessaires ses travaux issue de cette detection
185083,2,"Installation de chantier - Amenée de l'atelier de terrassement, de forage et de bétonnage, y compris l'installation de WC chimique
Etat des lieux avant démarrage des travaux
Détection des réseaux
Nota 5 : En l'absence de plan de récollement concernant les réseaux existants, l'entreprise se réserve le droit de chiffrer les dévoiements éventuellement nécessaires à ses travaux à l'issue de cette détection.",09,1600.0,P160459,75 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique etat des lieux avant demarrage des travaux detection des reseaux nota en absence de plan de recollement concernant les reseaux existants entreprise se reserve le droit de chiffrer les devoiements eventuellement necessaires ses travaux issue de cette detection,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique etat des lieux avant demarrage des travaux detection des reseaux nota en absence de plan de recollement concernant les reseaux existants entreprise se reserve le droit de chiffrer les devoiements eventuellement necessaires ses travaux issue de cette detection
185243,2,"Forfait amené et repli du matériel
Frais de chantier (compris WC Chimique,Local vestiaire...)
Constat huissier avant travaux
Ingénieur Structure - SANS OBJET",09,1749.0,P160496,13 ALLIANCE BTP,ALLIANCE BTP,forfait amene et repli du materiel frais de chantier compris wc chimique local vestiaire constat huissier avant travaux ingenieur structure sans objet,forfait amene et repli du materiel frais de chantier compris wc chimique local vestiaire constat huissier avant travaux ingenieur structure sans objet
185326,2,"Location, installation et repliement des wc chimiques",09,1000.0,P160313,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
185473,2,"Location, installation et repliement des wc chimiques",09,1440.0,P160421,75 DETERMINANT,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
185508,2,Installation de WC chimiques pour les ouvriers.,09,900.0,P160371,75 DETERMINANT,ALLIANCE BTP,installation de wc chimiques pour les ouvriers,installation de wc chimiques pour les ouvriers
185520,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail",09,450.0,P160339,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
185532,2,"Location, installation et repliement du wc chimique",09,520.0,P160497,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement du wc chimique,location installation et repliement du wc chimique
185690,2,"Installation de chantier - Amenée de l'atelier de terrassement, de bétonnage et de forage, y compris l'installation de WC chimique",09,2500.0,P160204,57 SOLINJECTION,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement de betonnage et de forage compris installation de wc chimique,installation de chantier amenee de atelier de terrassement de betonnage et de forage compris installation de wc chimique
185825,2,"Location, installation et repliement des wc chimiques",09,1440.0,P160422,75 DETERMINANT,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
186049,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail
Constat contradictoire NON REALISE",09,450.0,P160340,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail constat contradictoire non realise,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail constat contradictoire non realise
186108,2,"Installation de chantier - Amenée de l'atelier de terrassement et de bétonnage, y compris l'installation de WC chimiques",09,1500.0,P160403,13 DETERMINANT,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement et de betonnage compris installation de wc chimiques,installation de chantier amenee de atelier de terrassement et de betonnage compris installation de wc chimiques
186254,2,"Installation de chantier - Amenée de l'atelier de terrassement et de bétonnage, y compris l'installation de WC chimique",09,2000.0,P180127,75 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement et de betonnage compris installation de wc chimique,installation de chantier amenee de atelier de terrassement et de betonnage compris installation de wc chimique
186267,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail (2 mois)",09,800.0,P160500,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail mois,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail mois
186273,2,Installation de WC chimiques pendant la durée du chantier,09,500.0,P160468,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier,installation de wc chimiques pendant la duree du chantier
186296,2,Roulotte et WC chimique pendant la durée de chantier,09,336.6,P160450,13 ALLIANCE BTP,ALLIANCE BTP,roulotte et wc chimique pendant la duree de chantier,roulotte et wc chimique pendant la duree de chantier
186307,2,"Location, installation et repliement du wc chimique",09,520.0,P160373,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement du wc chimique,location installation et repliement du wc chimique
186327,2,"Amenée du matériel par camion poids lourd, du cabanon, de chantier, du WC chimique, des matériaux, des grilles de chantier et de la signalétique. Travaux à réaliser avec la CIRCULATION OUVERTE DE LA DEPARTEMANTALE.
Rapport photo et état des lieux",09,1030.0,P160502,59 ALLIANCE BTP,ALLIANCE BTP,amenee du materiel par camion poids lourd du cabanon de chantier du wc chimique des materiaux des grilles de chantier et de la signaletique travaux realiser avec la circulation ouverte de la departemantale rapport photo et etat des lieux,amenee du materiel par camion poids lourd du cabanon de chantier du wc chimique des materiaux des grilles de chantier et de la signaletique travaux realiser avec la circulation ouverte de la departemantale rapport photo et etat des lieux
186360,2,Location d'un WC Chimique,09,950.0,P160415,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
186443,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail",09,450.0,P160385,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
186477,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail",09,450.0,P180129,57 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
186487,2,Amenée du matériel et matériaux y compris WC chimique,09,1080.0,P160503,44 ALLIANCE BTP,ALLIANCE BTP,amenee du materiel et materiaux compris wc chimique,amenee du materiel et materiaux compris wc chimique
186541,2,Installation de WC chimiques,09,500.0,P160469,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques,installation de wc chimiques
186672,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail
Constat avant travaux à réaliser par le Maître d'ouvrage",09,450.0,P180122,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail constat avant travaux realiser par le maitre ouvrage,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail constat avant travaux realiser par le maitre ouvrage
186831,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail.",09,1350.0,P160332,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
186850,2,"Location, installation et repliement du wc chimique",09,520.0,P160440,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement du wc chimique,location installation et repliement du wc chimique
187213,2,"Installation de chantier - Amenée de l'atelier de terrassement et de bétonnage, y compris l'installation de WC chimiques.",09,1500.0,P160187,44 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement et de betonnage compris installation de wc chimiques,installation de chantier amenee de atelier de terrassement et de betonnage compris installation de wc chimiques
187411,2,Location d'un WC chimique,09,560.0,P160390,13 ALLIANCE BTP,ALLIANCE BTP,location un wc chimique,location un wc chimique
187430,2,Location d'un WC chimique durant la durée du chantier,09,980.0,P180120,13 DETERMINANT,ALLIANCE BTP,location un wc chimique durant la duree du chantier,location un wc chimique durant la duree du chantier
187543,2,Location d'un WC chimique durant la durée du chantier,09,980.0,P160408,13 DETERMINANT,ALLIANCE BTP,location un wc chimique durant la duree du chantier,location un wc chimique durant la duree du chantier
187610,2,"Installation de chantier - Déplacement d'une équipe, acheminement du matériel et des matériaux, y compris WC chimique",09,2500.0,P180116,57 ALLIANCE BTP,ALLIANCE BTP,installation de chantier deplacement une equipe acheminement du materiel et des materiaux compris wc chimique,installation de chantier deplacement une equipe acheminement du materiel et des materiaux compris wc chimique
188008,2,Installation de WC chimiques pour les ouvriers,09,900.0,P160241,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pour les ouvriers,installation de wc chimiques pour les ouvriers
188024,2,"Installation de chantier - Amenée de l'atelier de terrassement, de forage et de bétonnage, y compris l'installation de WC chimique
Etat des lieux avant démarrage des travaux
Détection des réseaux
Nota 5 : En l'absence de plan de récollement concernant les réseaux existants, l'entreprise se réserve le droit de chiffrer les dévoiements éventuellement nécessaires à ses travaux à l'issue de cette détection.",09,1600.0,P160409,75 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique etat des lieux avant demarrage des travaux detection des reseaux nota en absence de plan de recollement concernant les reseaux existants entreprise se reserve le droit de chiffrer les devoiements eventuellement necessaires ses travaux issue de cette detection,installation de chantier amenee de atelier de terrassement de forage et de betonnage compris installation de wc chimique etat des lieux avant demarrage des travaux detection des reseaux nota en absence de plan de recollement concernant les reseaux existants entreprise se reserve le droit de chiffrer les devoiements eventuellement necessaires ses travaux issue de cette detection
188210,2,Installation de WC chimiques,09,500.0,P160327,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques,installation de wc chimiques
188338,2,Mise à disposition de WC chimiques,09,520.0,P160347,75 ALLIANCE BTP,ALLIANCE BTP,mise disposition de wc chimiques,mise disposition de wc chimiques
188443,2,"Démarches administratives pour stationemment et emprise sur voirie
Location, installation et repliement du wc chimiques",09,1750.0,P160108,75 ALLIANCE BTP,ALLIANCE BTP,demarches administratives pour stationemment et emprise sur voirie location installation et repliement du wc chimiques,demarches administratives pour stationemment et emprise sur voirie location installation et repliement du wc chimiques
188546,2,Mise à disposition de WC chimiques,09,1040.0,P160348,75 ALLIANCE BTP,ALLIANCE BTP,mise disposition de wc chimiques,mise disposition de wc chimiques
188603,2,"Location, installation et repliement des WC chimiques",09,520.0,P160271,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
188675,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail",09,450.0,P160272,75 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
188708,2,WC chimiques,09,480.0,P160350,75 ALLIANCE BTP,ALLIANCE BTP,wc chimiques,wc chimiques
